Entity,Code,Day,people_fully_vaccinated_per_hundred,145609-annotations
El Salvador,SLV,2021-07-20,20.81,
El Salvador,SLV,2021-07-21,21.06,
El Salvador,SLV,2021-07-22,21.36,
El Salvador,SLV,2021-07-23,21.63,
El Salvador,SLV,2021-07-26,21.85,
El Salvador,SLV,2021-07-27,22.1,
El Salvador,SLV,2021-07-28,22.35,
El Salvador,SLV,2021-07-29,22.61,
El Salvador,SLV,2021-07-30,22.82,
El Salvador,SLV,2021-08-02,22.98,
El Salvador,SLV,2021-08-03,23.77,
El Salvador,SLV,2021-08-04,24.73,
El Salvador,SLV,2021-08-05,25.01,
El Salvador,SLV,2021-08-09,26.09,
El Salvador,SLV,2021-08-10,27.08,
El Salvador,SLV,2021-08-11,27.88,
El Salvador,SLV,2021-08-12,28.77,
El Salvador,SLV,2021-08-13,29.61,
El Salvador,SLV,2021-08-16,30.57,
El Salvador,SLV,2021-08-17,31.51,
El Salvador,SLV,2021-08-18,32.39,
El Salvador,SLV,2021-08-19,33.53,
El Salvador,SLV,2021-08-20,34.67,
El Salvador,SLV,2021-08-23,35.87,
El Salvador,SLV,2021-08-24,36.98,
El Salvador,SLV,2021-08-25,38.13,
El Salvador,SLV,2021-08-27,40.28,
El Salvador,SLV,2021-08-30,41.51,
El Salvador,SLV,2021-08-31,42.32,
El Salvador,SLV,2021-09-02,44.12,
El Salvador,SLV,2021-09-03,44.41,
El Salvador,SLV,2021-09-06,44.91,
El Salvador,SLV,2021-09-07,45.42,
El Salvador,SLV,2021-09-09,46.58,
El Salvador,SLV,2021-09-10,47.16,
El Salvador,SLV,2021-09-13,47.67,
El Salvador,SLV,2021-09-14,48.32,
El Salvador,SLV,2021-09-16,48.95,
El Salvador,SLV,2021-09-19,49.8,
El Salvador,SLV,2021-09-21,49.88,
El Salvador,SLV,2021-09-22,50.17,
El Salvador,SLV,2021-09-23,50.48,
El Salvador,SLV,2021-09-26,50.76,
El Salvador,SLV,2021-09-27,51.05,
El Salvador,SLV,2021-09-29,52.11,
El Salvador,SLV,2021-09-30,52.41,
El Salvador,SLV,2021-10-03,52.97,
El Salvador,SLV,2021-10-04,53.51,
El Salvador,SLV,2021-10-05,53.95,
El Salvador,SLV,2021-10-06,54.16,
El Salvador,SLV,2021-10-07,54.37,
El Salvador,SLV,2021-10-10,54.54,
El Salvador,SLV,2021-10-11,54.78,
England,,2020-12-29,0,
England,,2020-12-30,0.01,
England,,2020-12-31,0.02,
England,,2021-01-01,0.02,
England,,2021-01-02,0.03,
England,,2021-01-03,0.04,
England,,2021-01-04,0.05,
England,,2021-01-05,0.14,
England,,2021-01-06,0.28,
England,,2021-01-07,0.42,
England,,2021-01-08,0.52,
England,,2021-01-10,0.66,
England,,2021-01-11,0.7,
England,,2021-01-12,0.72,
England,,2021-01-13,0.74,
England,,2021-01-14,0.74,
England,,2021-01-15,0.75,
England,,2021-01-16,0.75,
England,,2021-01-17,0.76,
England,,2021-01-18,0.76,
England,,2021-01-19,0.77,
England,,2021-01-20,0.77,
England,,2021-01-21,0.78,
England,,2021-01-22,0.78,
England,,2021-01-23,0.78,
England,,2021-01-24,0.78,
England,,2021-01-25,0.78,
England,,2021-01-26,0.79,
England,,2021-01-27,0.79,
England,,2021-01-28,0.79,
England,,2021-01-29,0.79,
England,,2021-01-30,0.81,
England,,2021-01-31,0.82,
England,,2021-02-01,0.82,
England,,2021-02-02,0.82,
England,,2021-02-03,0.82,
England,,2021-02-04,0.83,
England,,2021-02-05,0.83,
England,,2021-02-06,0.83,
England,,2021-02-07,0.83,
England,,2021-02-08,0.84,
England,,2021-02-09,0.84,
England,,2021-02-10,0.85,
England,,2021-02-11,0.86,
England,,2021-02-12,0.86,
England,,2021-02-13,0.87,
England,,2021-02-14,0.87,
England,,2021-02-15,0.87,
England,,2021-02-16,0.88,
England,,2021-02-17,0.88,
England,,2021-02-18,0.89,
England,,2021-02-19,0.9,
England,,2021-02-20,0.9,
England,,2021-02-21,0.91,
England,,2021-02-22,0.92,
England,,2021-02-23,0.93,
England,,2021-02-24,0.96,
England,,2021-02-25,0.99,
England,,2021-02-26,1.02,
England,,2021-02-27,1.04,
England,,2021-02-28,1.06,
England,,2021-03-01,1.08,
England,,2021-03-02,1.13,
England,,2021-03-03,1.21,
England,,2021-03-04,1.29,
England,,2021-03-05,1.36,
England,,2021-03-06,1.39,
England,,2021-03-07,1.41,
England,,2021-03-08,1.45,
England,,2021-03-09,1.54,
England,,2021-03-10,1.66,
England,,2021-03-11,1.78,
England,,2021-03-12,1.9,
England,,2021-03-13,1.97,
England,,2021-03-14,2,
England,,2021-03-15,2.05,
England,,2021-03-16,2.17,
England,,2021-03-17,2.33,
England,,2021-03-18,2.51,
England,,2021-03-19,2.69,
England,,2021-03-20,2.81,
England,,2021-03-21,2.87,
England,,2021-03-22,2.98,
England,,2021-03-23,3.22,
England,,2021-03-24,3.59,
England,,2021-03-25,3.94,
England,,2021-03-26,4.38,
England,,2021-03-27,4.74,
England,,2021-03-28,4.96,
England,,2021-03-29,5.21,
England,,2021-03-30,5.62,
England,,2021-03-31,6.22,
England,,2021-04-01,6.95,
England,,2021-04-02,7.33,
England,,2021-04-03,7.61,
England,,2021-04-04,7.68,
England,,2021-04-05,7.78,
England,,2021-04-06,8.07,
England,,2021-04-07,8.72,
England,,2021-04-08,9.44,
England,,2021-04-09,10.15,
England,,2021-04-10,10.92,
England,,2021-04-11,11.21,
England,,2021-04-12,11.5,
England,,2021-04-13,11.96,
England,,2021-04-14,12.48,
England,,2021-04-15,13.12,
England,,2021-04-16,13.91,
England,,2021-04-17,14.72,
England,,2021-04-18,15.06,
England,,2021-04-19,15.45,
England,,2021-04-20,15.93,
England,,2021-04-21,16.53,
England,,2021-04-22,17.14,
England,,2021-04-23,17.84,
England,,2021-04-24,18.68,
England,,2021-04-25,19.08,
England,,2021-04-26,19.53,
England,,2021-04-27,20.08,
England,,2021-04-28,20.78,
England,,2021-04-29,21.48,
England,,2021-04-30,22.12,
England,,2021-05-01,22.7,
England,,2021-05-02,22.94,
England,,2021-05-03,23.12,
England,,2021-05-04,23.49,
England,,2021-05-05,24.11,
England,,2021-05-06,24.85,
England,,2021-05-07,25.58,
England,,2021-05-08,26.3,
England,,2021-05-09,26.58,
England,,2021-05-10,26.92,
England,,2021-05-11,27.47,
England,,2021-05-12,28.18,
England,,2021-05-13,28.85,
England,,2021-05-14,29.46,
England,,2021-05-15,30.09,
England,,2021-05-16,30.37,
England,,2021-05-17,30.74,
England,,2021-05-18,31.21,
England,,2021-05-19,31.76,
England,,2021-05-20,32.41,
England,,2021-05-21,33.07,
England,,2021-05-22,33.97,
England,,2021-05-23,34.35,
England,,2021-05-24,34.85,
England,,2021-05-25,35.43,
England,,2021-05-26,36.08,
England,,2021-05-27,36.74,
England,,2021-05-28,37.42,
England,,2021-05-29,38.09,
England,,2021-05-30,38.41,
England,,2021-05-31,38.68,
England,,2021-06-01,39.17,
England,,2021-06-02,39.69,
England,,2021-06-03,40.24,
England,,2021-06-04,40.81,
England,,2021-06-05,41.54,
England,,2021-06-06,41.93,
England,,2021-06-07,42.36,
England,,2021-06-08,42.81,
England,,2021-06-09,43.26,
England,,2021-06-10,43.7,
England,,2021-06-11,44.14,
England,,2021-06-12,44.63,
England,,2021-06-13,44.9,
England,,2021-06-14,45.21,
England,,2021-06-15,45.52,
England,,2021-06-16,45.84,
England,,2021-06-17,46.15,
England,,2021-06-18,46.44,
England,,2021-06-19,46.78,
England,,2021-06-20,46.92,
England,,2021-06-22,47.3,
England,,2021-06-23,47.52,
England,,2021-06-24,47.76,
England,,2021-06-25,48,
England,,2021-06-26,48.31,
England,,2021-06-27,48.48,
England,,2021-06-28,48.67,
England,,2021-06-29,48.87,
England,,2021-06-30,49.12,
England,,2021-07-01,49.39,
England,,2021-07-02,49.64,
England,,2021-07-03,49.94,
England,,2021-07-04,50.09,
England,,2021-07-05,50.28,
England,,2021-07-06,50.47,
England,,2021-07-07,50.7,
England,,2021-07-08,50.94,
England,,2021-07-09,51.19,
England,,2021-07-10,51.5,
England,,2021-07-11,51.64,
England,,2021-07-12,51.82,
England,,2021-07-13,52.04,
England,,2021-07-14,52.31,
England,,2021-07-15,52.6,
England,,2021-07-16,52.89,
England,,2021-07-17,53.24,
England,,2021-07-18,53.43,
England,,2021-07-19,53.63,
England,,2021-07-20,53.85,
England,,2021-07-21,54.11,
England,,2021-07-22,54.38,
England,,2021-07-23,54.66,
England,,2021-07-24,54.97,
England,,2021-07-25,55.14,
England,,2021-07-26,55.34,
England,,2021-07-27,55.55,
England,,2021-07-28,55.79,
England,,2021-07-29,56.04,
England,,2021-07-30,56.3,
England,,2021-07-31,56.62,
England,,2021-08-01,56.78,
England,,2021-08-02,56.95,
England,,2021-08-03,57.14,
England,,2021-08-04,57.37,
England,,2021-08-05,57.63,
England,,2021-08-06,57.87,
England,,2021-08-07,58.2,
England,,2021-08-08,58.36,
England,,2021-08-09,58.56,
England,,2021-08-10,58.78,
England,,2021-08-11,59.04,
England,,2021-08-12,59.33,
England,,2021-08-13,59.59,
England,,2021-08-14,59.89,
England,,2021-08-15,60.07,
England,,2021-08-16,60.28,
England,,2021-08-17,60.5,
England,,2021-08-18,60.76,
England,,2021-08-19,61.03,
England,,2021-08-20,61.29,
England,,2021-08-21,61.59,
England,,2021-08-22,61.76,
England,,2021-08-23,61.96,
England,,2021-08-24,62.16,
England,,2021-08-25,62.41,
England,,2021-08-26,62.63,
England,,2021-08-27,62.84,
England,,2021-08-28,63.04,
England,,2021-08-29,63.16,
England,,2021-08-30,63.25,
England,,2021-08-31,63.44,
England,,2021-09-01,63.62,
England,,2021-09-02,63.8,
England,,2021-09-03,63.97,
England,,2021-09-04,64.18,
England,,2021-09-05,64.28,
England,,2021-09-06,64.41,
England,,2021-09-07,64.54,
England,,2021-09-08,64.67,
England,,2021-09-09,64.82,
England,,2021-09-10,64.96,
England,,2021-09-11,65.12,
England,,2021-09-12,65.19,
England,,2021-09-13,65.29,
England,,2021-09-14,65.39,
England,,2021-09-15,65.49,
England,,2021-09-16,65.59,
England,,2021-09-17,65.69,
England,,2021-09-18,65.81,
England,,2021-09-19,65.86,
England,,2021-09-20,65.93,
England,,2021-09-21,66,
England,,2021-09-22,66.07,
England,,2021-09-23,66.15,
England,,2021-09-24,66.22,
England,,2021-09-25,66.29,
England,,2021-09-26,66.33,
England,,2021-09-27,66.38,
England,,2021-09-28,66.44,
England,,2021-09-29,66.49,
England,,2021-09-30,66.54,
England,,2021-10-01,66.59,
England,,2021-10-02,66.65,
England,,2021-10-03,66.68,
England,,2021-10-04,66.72,
England,,2021-10-05,66.77,
England,,2021-10-06,66.81,
England,,2021-10-07,66.85,
England,,2021-10-08,66.9,
England,,2021-10-09,66.95,
England,,2021-10-10,66.98,
Equatorial Guinea,GNQ,2021-03-16,0.06,
Equatorial Guinea,GNQ,2021-03-29,0.17,
Equatorial Guinea,GNQ,2021-04-01,0.21,
Equatorial Guinea,GNQ,2021-04-16,0.37,
Equatorial Guinea,GNQ,2021-04-20,0.51,
Equatorial Guinea,GNQ,2021-04-22,0.58,
Equatorial Guinea,GNQ,2021-04-28,0.75,
Equatorial Guinea,GNQ,2021-05-18,3.11,
Equatorial Guinea,GNQ,2021-05-22,3.92,
Equatorial Guinea,GNQ,2021-05-25,4.42,
Equatorial Guinea,GNQ,2021-05-28,4.94,
Equatorial Guinea,GNQ,2021-05-31,5.27,
Equatorial Guinea,GNQ,2021-06-03,6.04,
Equatorial Guinea,GNQ,2021-06-10,6.8,
Equatorial Guinea,GNQ,2021-06-12,6.87,
Equatorial Guinea,GNQ,2021-06-15,7.34,
Equatorial Guinea,GNQ,2021-06-17,7.49,
Equatorial Guinea,GNQ,2021-06-23,7.61,
Equatorial Guinea,GNQ,2021-06-25,7.68,
Equatorial Guinea,GNQ,2021-06-28,7.9,
Equatorial Guinea,GNQ,2021-06-30,7.9,
Equatorial Guinea,GNQ,2021-07-05,7.98,
Equatorial Guinea,GNQ,2021-07-07,8.04,
Equatorial Guinea,GNQ,2021-07-10,8.08,
Equatorial Guinea,GNQ,2021-07-13,8.08,
Equatorial Guinea,GNQ,2021-07-17,8.14,
Equatorial Guinea,GNQ,2021-07-21,8.26,
Equatorial Guinea,GNQ,2021-07-24,8.45,
Equatorial Guinea,GNQ,2021-07-29,8.76,
Equatorial Guinea,GNQ,2021-08-02,8.86,
Equatorial Guinea,GNQ,2021-08-04,9,
Equatorial Guinea,GNQ,2021-08-07,9.11,
Equatorial Guinea,GNQ,2021-08-12,9.39,
Equatorial Guinea,GNQ,2021-08-16,9.49,
Equatorial Guinea,GNQ,2021-08-18,9.64,
Equatorial Guinea,GNQ,2021-08-21,9.75,
Equatorial Guinea,GNQ,2021-08-24,9.92,
Equatorial Guinea,GNQ,2021-08-27,10.21,
Equatorial Guinea,GNQ,2021-09-02,10.37,
Equatorial Guinea,GNQ,2021-09-04,10.77,
Equatorial Guinea,GNQ,2021-09-08,10.91,
Equatorial Guinea,GNQ,2021-09-10,10.97,
Equatorial Guinea,GNQ,2021-09-13,11.02,
Equatorial Guinea,GNQ,2021-09-20,11.21,
Equatorial Guinea,GNQ,2021-09-30,11.56,
Equatorial Guinea,GNQ,2021-10-06,11.84,
Equatorial Guinea,GNQ,2021-10-09,12.12,
Estonia,EST,2020-12-28,0,
Estonia,EST,2020-12-29,0,
Estonia,EST,2020-12-30,0,
Estonia,EST,2020-12-31,0,
Estonia,EST,2021-01-01,0,
Estonia,EST,2021-01-02,0,
Estonia,EST,2021-01-03,0,
Estonia,EST,2021-01-04,0,
Estonia,EST,2021-01-05,0,
Estonia,EST,2021-01-06,0,
Estonia,EST,2021-01-07,0,
Estonia,EST,2021-01-08,0,
Estonia,EST,2021-01-09,0,
Estonia,EST,2021-01-10,0,
Estonia,EST,2021-01-11,0,
Estonia,EST,2021-01-12,0,
Estonia,EST,2021-01-13,0,
Estonia,EST,2021-01-14,0,
Estonia,EST,2021-01-15,0,
Estonia,EST,2021-01-16,0.01,
Estonia,EST,2021-01-17,0.01,
Estonia,EST,2021-01-18,0.04,
Estonia,EST,2021-01-19,0.07,
Estonia,EST,2021-01-20,0.12,
Estonia,EST,2021-01-21,0.17,
Estonia,EST,2021-01-22,0.19,
Estonia,EST,2021-01-23,0.19,
Estonia,EST,2021-01-24,0.19,
Estonia,EST,2021-01-25,0.24,
Estonia,EST,2021-01-26,0.37,
Estonia,EST,2021-01-27,0.48,
Estonia,EST,2021-01-28,0.59,
Estonia,EST,2021-01-29,0.74,
Estonia,EST,2021-01-30,0.78,
Estonia,EST,2021-01-31,0.8,
Estonia,EST,2021-02-01,0.87,
Estonia,EST,2021-02-02,0.98,
Estonia,EST,2021-02-03,1.1,
Estonia,EST,2021-02-04,1.22,
Estonia,EST,2021-02-05,1.34,
Estonia,EST,2021-02-06,1.35,
Estonia,EST,2021-02-07,1.35,
Estonia,EST,2021-02-08,1.4,
Estonia,EST,2021-02-09,1.47,
Estonia,EST,2021-02-10,1.54,
Estonia,EST,2021-02-11,1.64,
Estonia,EST,2021-02-12,1.7,
Estonia,EST,2021-02-13,1.71,
Estonia,EST,2021-02-14,1.72,
Estonia,EST,2021-02-15,1.73,
Estonia,EST,2021-02-16,1.78,
Estonia,EST,2021-02-17,1.83,
Estonia,EST,2021-02-18,1.92,
Estonia,EST,2021-02-19,2,
Estonia,EST,2021-02-20,2.01,
Estonia,EST,2021-02-21,2.04,
Estonia,EST,2021-02-22,2.11,
Estonia,EST,2021-02-23,2.19,
Estonia,EST,2021-02-24,2.2,
Estonia,EST,2021-02-25,2.41,
Estonia,EST,2021-02-26,2.59,
Estonia,EST,2021-02-27,2.63,
Estonia,EST,2021-02-28,2.64,
Estonia,EST,2021-03-01,2.72,
Estonia,EST,2021-03-02,2.9,
Estonia,EST,2021-03-03,3.08,
Estonia,EST,2021-03-04,3.27,
Estonia,EST,2021-03-05,3.4,
Estonia,EST,2021-03-06,3.41,
Estonia,EST,2021-03-07,3.42,
Estonia,EST,2021-03-08,3.44,
Estonia,EST,2021-03-09,3.52,
Estonia,EST,2021-03-10,3.72,
Estonia,EST,2021-03-11,3.95,
Estonia,EST,2021-03-12,4.1,
Estonia,EST,2021-03-13,4.11,
Estonia,EST,2021-03-14,4.12,
Estonia,EST,2021-03-15,4.14,
Estonia,EST,2021-03-16,4.21,
Estonia,EST,2021-03-17,4.24,
Estonia,EST,2021-03-18,4.31,
Estonia,EST,2021-03-19,4.48,
Estonia,EST,2021-03-20,4.49,
Estonia,EST,2021-03-21,4.49,
Estonia,EST,2021-03-22,4.54,
Estonia,EST,2021-03-23,4.56,
Estonia,EST,2021-03-24,4.59,
Estonia,EST,2021-03-25,4.72,
Estonia,EST,2021-03-26,4.79,
Estonia,EST,2021-03-27,4.81,
Estonia,EST,2021-03-28,4.82,
Estonia,EST,2021-03-29,4.85,
Estonia,EST,2021-03-30,4.94,
Estonia,EST,2021-03-31,5.06,
Estonia,EST,2021-04-01,5.37,
Estonia,EST,2021-04-02,5.41,
Estonia,EST,2021-04-03,5.47,
Estonia,EST,2021-04-04,5.48,
Estonia,EST,2021-04-05,5.56,
Estonia,EST,2021-04-06,5.66,
Estonia,EST,2021-04-07,5.75,
Estonia,EST,2021-04-08,5.86,
Estonia,EST,2021-04-09,5.96,
Estonia,EST,2021-04-10,5.99,
Estonia,EST,2021-04-11,6,
Estonia,EST,2021-04-12,6.03,
Estonia,EST,2021-04-13,6.08,
Estonia,EST,2021-04-14,6.24,
Estonia,EST,2021-04-15,6.5,
Estonia,EST,2021-04-16,6.77,
Estonia,EST,2021-04-17,6.83,
Estonia,EST,2021-04-18,6.86,
Estonia,EST,2021-04-19,6.97,
Estonia,EST,2021-04-20,7.15,
Estonia,EST,2021-04-21,7.23,
Estonia,EST,2021-04-22,7.5,
Estonia,EST,2021-04-23,7.76,
Estonia,EST,2021-04-24,7.93,
Estonia,EST,2021-04-25,8.03,
Estonia,EST,2021-04-26,8.17,
Estonia,EST,2021-04-27,8.43,
Estonia,EST,2021-04-28,8.8,
Estonia,EST,2021-04-29,9.33,
Estonia,EST,2021-04-30,9.83,
Estonia,EST,2021-05-01,10,
Estonia,EST,2021-05-02,10.07,
Estonia,EST,2021-05-03,10.34,
Estonia,EST,2021-05-04,10.64,
Estonia,EST,2021-05-05,11.11,
Estonia,EST,2021-05-06,11.84,
Estonia,EST,2021-05-07,12.45,
Estonia,EST,2021-05-08,12.64,
Estonia,EST,2021-05-09,12.8,
Estonia,EST,2021-05-10,12.98,
Estonia,EST,2021-05-11,13.18,
Estonia,EST,2021-05-12,13.53,
Estonia,EST,2021-05-13,14.11,
Estonia,EST,2021-05-14,14.36,
Estonia,EST,2021-05-15,14.39,
Estonia,EST,2021-05-16,14.4,
Estonia,EST,2021-05-17,14.55,
Estonia,EST,2021-05-18,14.76,
Estonia,EST,2021-05-19,15.14,
Estonia,EST,2021-05-20,15.95,
Estonia,EST,2021-05-21,16.65,
Estonia,EST,2021-05-22,16.75,
Estonia,EST,2021-05-23,16.81,
Estonia,EST,2021-05-24,16.97,
Estonia,EST,2021-05-25,17.17,
Estonia,EST,2021-05-26,17.66,
Estonia,EST,2021-05-27,18.54,
Estonia,EST,2021-05-28,19.27,
Estonia,EST,2021-05-29,19.45,
Estonia,EST,2021-05-30,19.56,
Estonia,EST,2021-05-31,19.7,
Estonia,EST,2021-06-01,20.02,
Estonia,EST,2021-06-02,20.47,
Estonia,EST,2021-06-03,21.11,
Estonia,EST,2021-06-04,21.67,
Estonia,EST,2021-06-05,21.91,
Estonia,EST,2021-06-06,22.19,
Estonia,EST,2021-06-07,22.48,
Estonia,EST,2021-06-08,22.93,
Estonia,EST,2021-06-09,23.66,
Estonia,EST,2021-06-10,24.51,
Estonia,EST,2021-06-11,25.18,
Estonia,EST,2021-06-12,25.54,
Estonia,EST,2021-06-13,25.76,
Estonia,EST,2021-06-14,26.14,
Estonia,EST,2021-06-15,26.71,
Estonia,EST,2021-06-16,27.52,
Estonia,EST,2021-06-17,28.41,
Estonia,EST,2021-06-18,29.27,
Estonia,EST,2021-06-19,29.63,
Estonia,EST,2021-06-20,29.83,
Estonia,EST,2021-06-21,30.33,
Estonia,EST,2021-06-22,30.65,
Estonia,EST,2021-06-23,30.66,
Estonia,EST,2021-06-24,30.67,
Estonia,EST,2021-06-25,31.13,
Estonia,EST,2021-06-26,31.4,
Estonia,EST,2021-06-27,31.67,
Estonia,EST,2021-06-28,32.13,
Estonia,EST,2021-06-29,32.63,
Estonia,EST,2021-06-30,33.16,
Estonia,EST,2021-07-01,33.58,
Estonia,EST,2021-07-02,34.01,
Estonia,EST,2021-07-03,34.33,
Estonia,EST,2021-07-04,34.7,
Estonia,EST,2021-07-05,34.9,
Estonia,EST,2021-07-06,35.37,
Estonia,EST,2021-07-07,35.73,
Estonia,EST,2021-07-08,36.18,
Estonia,EST,2021-07-09,36.52,
Estonia,EST,2021-07-10,36.68,
Estonia,EST,2021-07-11,36.94,
Estonia,EST,2021-07-12,37.18,
Estonia,EST,2021-07-13,37.54,
Estonia,EST,2021-07-14,37.96,
Estonia,EST,2021-07-15,38.39,
Estonia,EST,2021-07-16,38.68,
Estonia,EST,2021-07-17,38.76,
Estonia,EST,2021-07-18,38.91,
Estonia,EST,2021-07-19,39.19,
Estonia,EST,2021-07-20,39.63,
Estonia,EST,2021-07-21,39.97,
Estonia,EST,2021-07-22,40.37,
Estonia,EST,2021-07-23,40.69,
Estonia,EST,2021-07-24,40.81,
Estonia,EST,2021-07-25,40.94,
Estonia,EST,2021-07-26,41.18,
Estonia,EST,2021-07-27,41.49,
Estonia,EST,2021-07-28,41.73,
Estonia,EST,2021-07-29,41.91,
Estonia,EST,2021-07-30,42.11,
Estonia,EST,2021-07-31,42.22,
Estonia,EST,2021-08-01,42.32,
Estonia,EST,2021-08-02,42.52,
Estonia,EST,2021-08-03,42.74,
Estonia,EST,2021-08-04,42.95,
Estonia,EST,2021-08-05,43.13,
Estonia,EST,2021-08-06,43.36,
Estonia,EST,2021-08-07,43.48,
Estonia,EST,2021-08-08,43.54,
Estonia,EST,2021-08-09,43.74,
Estonia,EST,2021-08-10,43.97,
Estonia,EST,2021-08-11,44.17,
Estonia,EST,2021-08-12,44.37,
Estonia,EST,2021-08-13,44.59,
Estonia,EST,2021-08-14,44.77,
Estonia,EST,2021-08-15,44.85,
Estonia,EST,2021-08-16,45.07,
Estonia,EST,2021-08-17,45.26,
Estonia,EST,2021-08-18,45.45,
Estonia,EST,2021-08-19,45.7,
Estonia,EST,2021-08-20,45.75,
Estonia,EST,2021-08-21,45.84,
Estonia,EST,2021-08-22,45.87,
Estonia,EST,2021-08-23,46.03,
Estonia,EST,2021-08-24,46.2,
Estonia,EST,2021-08-25,46.39,
Estonia,EST,2021-08-26,46.54,
Estonia,EST,2021-08-27,46.72,
Estonia,EST,2021-08-28,46.86,
Estonia,EST,2021-08-29,47.03,
Estonia,EST,2021-08-30,47.21,
Estonia,EST,2021-08-31,47.48,
Estonia,EST,2021-09-01,47.59,
Estonia,EST,2021-09-02,47.76,
Estonia,EST,2021-09-03,47.92,
Estonia,EST,2021-09-04,48.1,
Estonia,EST,2021-09-05,48.25,
Estonia,EST,2021-09-06,48.46,
Estonia,EST,2021-09-07,48.65,
Estonia,EST,2021-09-08,48.84,
Estonia,EST,2021-09-09,49.03,
Estonia,EST,2021-09-10,49.23,
Estonia,EST,2021-09-11,49.39,
Estonia,EST,2021-09-12,49.52,
Estonia,EST,2021-09-13,49.74,
Estonia,EST,2021-09-14,49.99,
Estonia,EST,2021-09-15,50.22,
Estonia,EST,2021-09-16,50.44,
Estonia,EST,2021-09-17,50.68,
Estonia,EST,2021-09-18,50.87,
Estonia,EST,2021-09-19,50.98,
Estonia,EST,2021-09-20,51.18,
Estonia,EST,2021-09-21,51.43,
Estonia,EST,2021-09-22,51.68,
Estonia,EST,2021-09-23,51.93,
Estonia,EST,2021-09-24,52.21,
Estonia,EST,2021-09-25,52.44,
Estonia,EST,2021-09-26,52.57,
Estonia,EST,2021-09-27,52.68,
Estonia,EST,2021-09-28,52.88,
Estonia,EST,2021-09-29,53.04,
Estonia,EST,2021-09-30,53.21,
Estonia,EST,2021-10-01,53.35,
Estonia,EST,2021-10-02,53.49,
Estonia,EST,2021-10-03,53.53,
Estonia,EST,2021-10-04,53.63,
Estonia,EST,2021-10-05,53.76,
Estonia,EST,2021-10-06,53.88,
Estonia,EST,2021-10-07,53.99,
Estonia,EST,2021-10-08,54.11,
Estonia,EST,2021-10-09,54.24,
Estonia,EST,2021-10-10,54.31,
Estonia,EST,2021-10-11,54.41,
Eswatini,SWZ,2021-06-23,0.69,
Eswatini,SWZ,2021-06-25,0.83,
Eswatini,SWZ,2021-06-26,0.89,
Eswatini,SWZ,2021-07-06,0.95,
Eswatini,SWZ,2021-07-07,1.19,
Eswatini,SWZ,2021-07-14,1.88,
Eswatini,SWZ,2021-07-18,2.15,
Eswatini,SWZ,2021-07-21,2.33,
Eswatini,SWZ,2021-08-02,2.36,
Eswatini,SWZ,2021-08-03,2.79,
Eswatini,SWZ,2021-08-04,3.28,
Eswatini,SWZ,2021-08-05,3.96,
Eswatini,SWZ,2021-08-06,4.62,
Eswatini,SWZ,2021-08-07,4.62,
Eswatini,SWZ,2021-08-09,5.34,
Eswatini,SWZ,2021-08-10,5.89,
Eswatini,SWZ,2021-08-11,6.53,
Eswatini,SWZ,2021-08-12,7.26,
Eswatini,SWZ,2021-08-13,8,
Eswatini,SWZ,2021-08-14,8.54,
Eswatini,SWZ,2021-08-15,8.74,
Eswatini,SWZ,2021-08-16,8.76,
Eswatini,SWZ,2021-08-17,9.35,
Eswatini,SWZ,2021-09-05,14.61,
Eswatini,SWZ,2021-09-08,14.76,
Eswatini,SWZ,2021-09-19,16.49,
Eswatini,SWZ,2021-09-22,17.03,
Eswatini,SWZ,2021-09-24,17.21,
Eswatini,SWZ,2021-09-29,17.95,
Eswatini,SWZ,2021-10-10,18.74,
Ethiopia,ETH,2021-09-13,0.42,
Ethiopia,ETH,2021-09-14,0.43,
Ethiopia,ETH,2021-09-15,0.44,
Ethiopia,ETH,2021-09-16,0.44,
Ethiopia,ETH,2021-09-17,0.46,
Ethiopia,ETH,2021-09-18,0.47,
Ethiopia,ETH,2021-09-19,0.49,
Ethiopia,ETH,2021-09-20,0.53,
Ethiopia,ETH,2021-09-21,0.54,
Ethiopia,ETH,2021-09-22,0.56,
Ethiopia,ETH,2021-09-23,0.62,
Ethiopia,ETH,2021-09-24,0.63,
Ethiopia,ETH,2021-09-25,0.63,
Ethiopia,ETH,2021-09-26,0.64,
Ethiopia,ETH,2021-09-27,0.66,
Ethiopia,ETH,2021-09-28,0.69,
Ethiopia,ETH,2021-09-29,0.71,
Ethiopia,ETH,2021-09-30,0.72,
Ethiopia,ETH,2021-10-01,0.73,
Ethiopia,ETH,2021-10-03,0.74,
Ethiopia,ETH,2021-10-04,0.75,
Ethiopia,ETH,2021-10-05,0.75,
Ethiopia,ETH,2021-10-06,0.76,
Ethiopia,ETH,2021-10-07,0.77,
Ethiopia,ETH,2021-10-08,0.78,
Ethiopia,ETH,2021-10-09,0.78,
Europe,,2020-12-27,0,
Europe,,2020-12-28,0,
Europe,,2020-12-29,0,
Europe,,2020-12-30,0,
Europe,,2020-12-31,0,
Europe,,2021-01-01,0,
Europe,,2021-01-02,0,
Europe,,2021-01-03,0,
Europe,,2021-01-04,0,
Europe,,2021-01-05,0,
Europe,,2021-01-06,0,
Europe,,2021-01-07,0,
Europe,,2021-01-08,0,
Europe,,2021-01-09,0,
Europe,,2021-01-10,0.05,
Europe,,2021-01-11,0.06,
Europe,,2021-01-12,0.06,
Europe,,2021-01-13,0.06,
