Entity,Code,Day,Weekly new hospital admissions
Slovenia,SVN,2021-06-13,83.322
Slovenia,SVN,2021-06-20,49.596
Slovenia,SVN,2021-06-27,26.782
Slovenia,SVN,2021-07-04,24.798
Slovenia,SVN,2021-07-11,17.855
Spain,ESP,2020-02-02,17.78
Spain,ESP,2020-02-09,39.512
Spain,ESP,2020-02-15,103.718
Spain,ESP,2020-02-23,215.339
Spain,ESP,2020-03-01,1174.485
Spain,ESP,2020-03-08,5878.351
Spain,ESP,2020-03-15,23888.765
Spain,ESP,2020-03-22,30640.324
Spain,ESP,2020-03-29,19251.081
Spain,ESP,2020-04-05,11441.596
Spain,ESP,2020-04-12,6935.288
Spain,ESP,2020-04-19,3729.903
Spain,ESP,2020-04-26,2078.315
Spain,ESP,2020-05-03,1329.568
Spain,ESP,2020-05-10,702.32
Spain,ESP,2020-05-17,501.798
Spain,ESP,2020-05-24,393.141
Spain,ESP,2020-05-31,324.984
Spain,ESP,2020-06-07,312.142
Spain,ESP,2020-06-14,211.388
Spain,ESP,2020-06-21,197.558
Spain,ESP,2020-06-28,184.717
Spain,ESP,2020-07-05,251.887
Spain,ESP,2020-07-12,380.3
Spain,ESP,2020-07-19,678.613
Spain,ESP,2020-07-26,971.987
Spain,ESP,2020-08-02,1638.747
Spain,ESP,2020-08-09,2446.761
Spain,ESP,2020-08-16,3571.856
Spain,ESP,2020-08-23,4420.37
Spain,ESP,2020-08-30,4838.206
Spain,ESP,2020-09-06,5753.889
Spain,ESP,2020-09-13,6246.797
Spain,ESP,2020-09-20,6251.736
Spain,ESP,2020-09-27,5333.09
Spain,ESP,2020-10-04,5309.383
Spain,ESP,2020-10-11,6670.56
Spain,ESP,2020-10-18,7852.947
Spain,ESP,2020-10-25,9908.543
Spain,ESP,2020-11-01,10032.017
Spain,ESP,2020-11-08,9510.463
Spain,ESP,2020-11-15,7705.766
Spain,ESP,2020-11-22,5499.039
Spain,ESP,2020-11-29,4291.957
Spain,ESP,2020-12-06,4100.325
Spain,ESP,2020-12-13,4458.894
Spain,ESP,2020-12-20,4709.793
Spain,ESP,2020-12-27,5326.175
Spain,ESP,2021-01-03,7581.305
Spain,ESP,2021-01-10,12528.167
Spain,ESP,2021-01-17,16538.603
Spain,ESP,2021-01-24,16248.193
Spain,ESP,2021-01-31,11570.009
Spain,ESP,2021-02-07,7579.329
Spain,ESP,2021-02-14,4805.609
Spain,ESP,2021-02-21,3594.576
Spain,ESP,2021-02-28,3116.484
Spain,ESP,2021-03-07,2849.78
Spain,ESP,2021-03-14,2825.085
Spain,ESP,2021-03-21,3051.29
Spain,ESP,2021-03-28,3607.417
Spain,ESP,2021-04-04,4305.786
Spain,ESP,2021-04-11,4518.161
Spain,ESP,2021-04-18,4292.945
Spain,ESP,2021-04-25,3831.646
Spain,ESP,2021-05-02,3113.521
Spain,ESP,2021-05-09,2534.675
Spain,ESP,2021-05-16,1998.303
Spain,ESP,2021-05-23,1758.27
Spain,ESP,2021-05-30,1491.566
Spain,ESP,2021-06-06,1350.312
Spain,ESP,2021-06-13,1041.133
Spain,ESP,2021-06-20,926.549
Spain,ESP,2021-06-27,941.366
Spain,ESP,2021-07-04,1260.423
Spain,ESP,2021-07-11,773.441
United Kingdom,GBR,2020-03-29,13914
United Kingdom,GBR,2020-04-05,21640
United Kingdom,GBR,2020-04-12,18481
United Kingdom,GBR,2020-04-19,13390
United Kingdom,GBR,2020-04-26,10625
United Kingdom,GBR,2020-05-03,9615
United Kingdom,GBR,2020-05-10,7534
United Kingdom,GBR,2020-05-17,6363
United Kingdom,GBR,2020-05-24,5390
United Kingdom,GBR,2020-05-31,4424
United Kingdom,GBR,2020-06-07,3760
United Kingdom,GBR,2020-06-14,3004
United Kingdom,GBR,2020-06-21,2610
United Kingdom,GBR,2020-06-28,2283
United Kingdom,GBR,2020-07-05,1613
United Kingdom,GBR,2020-07-12,1307
United Kingdom,GBR,2020-07-19,1082
United Kingdom,GBR,2020-07-26,1000
United Kingdom,GBR,2020-08-02,848
United Kingdom,GBR,2020-08-09,843
United Kingdom,GBR,2020-08-16,712
United Kingdom,GBR,2020-08-23,695
United Kingdom,GBR,2020-08-30,821
United Kingdom,GBR,2020-09-06,937
United Kingdom,GBR,2020-09-13,1419
United Kingdom,GBR,2020-09-20,1884
United Kingdom,GBR,2020-09-27,2637
United Kingdom,GBR,2020-10-04,3546
United Kingdom,GBR,2020-10-11,4989
United Kingdom,GBR,2020-10-18,6955
United Kingdom,GBR,2020-10-25,8784
United Kingdom,GBR,2020-11-01,10408
United Kingdom,GBR,2020-11-08,11002
United Kingdom,GBR,2020-11-15,12428
United Kingdom,GBR,2020-11-22,11446
United Kingdom,GBR,2020-11-29,10003
United Kingdom,GBR,2020-12-06,10163
United Kingdom,GBR,2020-12-13,12186
United Kingdom,GBR,2020-12-20,14264
United Kingdom,GBR,2020-12-27,16783
United Kingdom,GBR,2021-01-03,23040
United Kingdom,GBR,2021-01-10,28793
United Kingdom,GBR,2021-01-17,28573
United Kingdom,GBR,2021-01-24,25510
United Kingdom,GBR,2021-01-31,19736
United Kingdom,GBR,2021-02-07,15323
United Kingdom,GBR,2021-02-14,11544
United Kingdom,GBR,2021-02-21,9251
United Kingdom,GBR,2021-02-28,6599
United Kingdom,GBR,2021-03-07,4843
United Kingdom,GBR,2021-03-14,3639
United Kingdom,GBR,2021-03-21,2937
United Kingdom,GBR,2021-03-28,2253
United Kingdom,GBR,2021-04-04,1664
United Kingdom,GBR,2021-04-11,1490
United Kingdom,GBR,2021-04-18,1199
United Kingdom,GBR,2021-04-25,1024
United Kingdom,GBR,2021-05-02,840
United Kingdom,GBR,2021-05-09,779
United Kingdom,GBR,2021-05-16,695
United Kingdom,GBR,2021-05-23,837
United Kingdom,GBR,2021-05-30,875
United Kingdom,GBR,2021-06-06,928
United Kingdom,GBR,2021-06-13,1331
United Kingdom,GBR,2021-06-20,1574
United Kingdom,GBR,2021-06-27,1766
United Kingdom,GBR,2021-07-04,2682
United Kingdom,GBR,2021-07-11,3939
United States,USA,2020-07-26,33569
United States,USA,2020-08-02,38358
United States,USA,2020-08-09,33226
United States,USA,2020-08-16,31666
United States,USA,2020-08-23,30338
United States,USA,2020-08-30,29904
United States,USA,2020-09-06,27108
United States,USA,2020-09-13,28434
United States,USA,2020-09-20,24032
United States,USA,2020-09-27,24949
United States,USA,2020-10-04,27619
United States,USA,2020-10-11,33706
United States,USA,2020-10-18,37069
United States,USA,2020-10-25,41429
United States,USA,2020-11-01,47132
United States,USA,2020-11-08,57458
United States,USA,2020-11-15,71684
United States,USA,2020-11-22,82573
United States,USA,2020-11-29,87431
United States,USA,2020-12-06,94993
United States,USA,2020-12-13,101646
United States,USA,2020-12-20,104949
United States,USA,2020-12-27,106297
United States,USA,2021-01-03,112158
United States,USA,2021-01-10,116323
United States,USA,2021-01-17,108933
United States,USA,2021-01-24,94573
United States,USA,2021-01-31,80644
United States,USA,2021-02-07,69413
United States,USA,2021-02-14,55870
United States,USA,2021-02-21,46506
United States,USA,2021-02-28,41785
United States,USA,2021-03-07,35613
United States,USA,2021-03-14,33713
United States,USA,2021-03-21,33036
United States,USA,2021-03-28,35037
United States,USA,2021-04-04,36173
United States,USA,2021-04-11,39219
United States,USA,2021-04-18,39943
United States,USA,2021-04-25,37177
United States,USA,2021-05-02,33772
United States,USA,2021-05-09,30244
United States,USA,2021-05-16,25868
United States,USA,2021-05-23,22872
United States,USA,2021-05-30,19975
United States,USA,2021-06-06,16365
United States,USA,2021-06-13,14823
United States,USA,2021-06-20,13410
United States,USA,2021-06-27,13380
United States,USA,2021-07-04,14329
United States,USA,2021-07-11,18296
